czechia,neighbor,austria
czechia,neighbor,germany
czechia,neighbor,poland
monaco,neighbor,france
gabon,neighbor,equatorial_guinea
gabon,neighbor,cameroon
gabon,neighbor,republic_of_the_congo
brazil,neighbor,suriname
brazil,neighbor,peru
brazil,neighbor,uruguay
brazil,neighbor,french_guiana
brazil,neighbor,colombia
brazil,neighbor,guyana
brazil,neighbor,paraguay
brazil,neighbor,argentina
brazil,neighbor,bolivia
brazil,neighbor,venezuela
botswana,neighbor,south_africa
botswana,neighbor,zambia
botswana,neighbor,zimbabwe
botswana,neighbor,namibia
uzbekistan,neighbor,afghanistan
uzbekistan,neighbor,kyrgyzstan
uzbekistan,neighbor,kazakhstan
uzbekistan,neighbor,turkmenistan
uzbekistan,neighbor,tajikistan
united_kingdom,neighbor,ireland
papua_new_guinea,neighbor,indonesia
moldova,neighbor,ukraine
moldova,neighbor,romania
chile,neighbor,argentina
chile,neighbor,bolivia
chile,neighbor,peru
kazakhstan,neighbor,uzbekistan
kazakhstan,neighbor,kyrgyzstan
kazakhstan,neighbor,china
kazakhstan,neighbor,russia
kazakhstan,neighbor,turkmenistan
mozambique,neighbor,south_africa
mozambique,neighbor,tanzania
mozambique,neighbor,malawi
mozambique,neighbor,zimbabwe
mozambique,neighbor,swaziland
mozambique,neighbor,zambia
guinea-bissau,neighbor,guinea
guinea-bissau,neighbor,senegal
bangladesh,neighbor,india
bangladesh,neighbor,myanmar
tunisia,neighbor,libya
tunisia,neighbor,algeria
haiti,neighbor,dominican_republic
bolivia,neighbor,brazil
bolivia,neighbor,paraguay
bolivia,neighbor,argentina
bolivia,neighbor,peru
bolivia,neighbor,chile
nigeria,neighbor,niger
nigeria,neighbor,cameroon
nigeria,neighbor,chad
nigeria,neighbor,benin
nepal,neighbor,india
nepal,neighbor,china
estonia,neighbor,latvia
estonia,neighbor,russia
cameroon,neighbor,central_african_republic
cameroon,neighbor,chad
cameroon,neighbor,gabon
cameroon,neighbor,republic_of_the_congo
cameroon,neighbor,equatorial_guinea
cameroon,neighbor,nigeria
south_korea,neighbor,north_korea
palestine,neighbor,egypt
palestine,neighbor,israel
palestine,neighbor,jordan
austria,neighbor,italy
austria,neighbor,czechia
austria,neighbor,slovenia
austria,neighbor,liechtenstein
austria,neighbor,germany
austria,neighbor,hungary
austria,neighbor,switzerland
austria,neighbor,slovakia
benin,neighbor,togo
benin,neighbor,burkina_faso
benin,neighbor,nigeria
benin,neighbor,niger
burkina_faso,neighbor,ghana
burkina_faso,neighbor,ivory_coast
burkina_faso,neighbor,togo
burkina_faso,neighbor,mali
burkina_faso,neighbor,niger
burkina_faso,neighbor,benin
france,neighbor,italy
france,neighbor,luxembourg
france,neighbor,andorra
france,neighbor,switzerland
france,neighbor,germany
france,neighbor,monaco
france,neighbor,belgium
france,neighbor,spain
brunei,neighbor,malaysia
uganda,neighbor,dr_congo
uganda,neighbor,tanzania
uganda,neighbor,rwanda
uganda,neighbor,south_sudan
uganda,neighbor,kenya
guinea,neighbor,liberia
guinea,neighbor,sierra_leone
guinea,neighbor,ivory_coast
guinea,neighbor,senegal
guinea,neighbor,guinea-bissau
guinea,neighbor,mali
kyrgyzstan,neighbor,uzbekistan
kyrgyzstan,neighbor,kazakhstan
kyrgyzstan,neighbor,china
kyrgyzstan,neighbor,tajikistan
ivory_coast,neighbor,ghana
ivory_coast,neighbor,guinea
ivory_coast,neighbor,burkina_faso
ivory_coast,neighbor,mali
ivory_coast,neighbor,liberia
zambia,neighbor,angola
zambia,neighbor,tanzania
zambia,neighbor,malawi
zambia,neighbor,mozambique
zambia,neighbor,zimbabwe
zambia,neighbor,namibia
zambia,neighbor,dr_congo
zambia,neighbor,botswana
bosnia_and_herzegovina,neighbor,montenegro
bosnia_and_herzegovina,neighbor,serbia
bosnia_and_herzegovina,neighbor,croatia
germany,neighbor,netherlands
germany,neighbor,denmark
germany,neighbor,poland
germany,neighbor,czechia
germany,neighbor,luxembourg
germany,neighbor,france
germany,neighbor,switzerland
germany,neighbor,austria
germany,neighbor,belgium
iraq,neighbor,turkey
iraq,neighbor,iran
iraq,neighbor,kuwait
iraq,neighbor,jordan
iraq,neighbor,saudi_arabia
iraq,neighbor,syria
albania,neighbor,kosovo
albania,neighbor,montenegro
albania,neighbor,macedonia
albania,neighbor,greece
guyana,neighbor,brazil
guyana,neighbor,venezuela
guyana,neighbor,suriname
western_sahara,neighbor,mauritania
western_sahara,neighbor,algeria
western_sahara,neighbor,morocco
suriname,neighbor,brazil
suriname,neighbor,french_guiana
suriname,neighbor,guyana
montenegro,neighbor,serbia
montenegro,neighbor,albania
montenegro,neighbor,croatia
montenegro,neighbor,bosnia_and_herzegovina
montenegro,neighbor,kosovo
poland,neighbor,ukraine
poland,neighbor,belarus
poland,neighbor,lithuania
poland,neighbor,czechia
poland,neighbor,germany
poland,neighbor,slovakia
poland,neighbor,russia
lebanon,neighbor,syria
lebanon,neighbor,israel
sweden,neighbor,finland
sweden,neighbor,norway
switzerland,neighbor,germany
switzerland,neighbor,austria
switzerland,neighbor,italy
switzerland,neighbor,liechtenstein
switzerland,neighbor,france
mexico,neighbor,united_states
mexico,neighbor,guatemala
mexico,neighbor,belize
guatemala,neighbor,belize
guatemala,neighbor,honduras
guatemala,neighbor,mexico
guatemala,neighbor,el_salvador
argentina,neighbor,brazil
argentina,neighbor,paraguay
argentina,neighbor,bolivia
argentina,neighbor,chile
argentina,neighbor,uruguay
rwanda,neighbor,burundi
rwanda,neighbor,dr_congo
rwanda,neighbor,tanzania
rwanda,neighbor,uganda
cyprus,neighbor,united_kingdom
mongolia,neighbor,china
mongolia,neighbor,russia
zimbabwe,neighbor,south_africa
zimbabwe,neighbor,zambia
zimbabwe,neighbor,mozambique
zimbabwe,neighbor,botswana
canada,neighbor,united_states
dr_congo,neighbor,central_african_republic
dr_congo,neighbor,angola
dr_congo,neighbor,uganda
dr_congo,neighbor,tanzania
dr_congo,neighbor,rwanda
dr_congo,neighbor,south_sudan
dr_congo,neighbor,republic_of_the_congo
dr_congo,neighbor,burundi
dr_congo,neighbor,zambia
kosovo,neighbor,serbia
kosovo,neighbor,albania
kosovo,neighbor,montenegro
kosovo,neighbor,macedonia
south_sudan,neighbor,central_african_republic
south_sudan,neighbor,sudan
south_sudan,neighbor,ethiopia
south_sudan,neighbor,uganda
south_sudan,neighbor,dr_congo
south_sudan,neighbor,kenya
denmark,neighbor,germany
vietnam,neighbor,china
vietnam,neighbor,cambodia
vietnam,neighbor,laos
luxembourg,neighbor,belgium
luxembourg,neighbor,germany
luxembourg,neighbor,france
ghana,neighbor,togo
ghana,neighbor,burkina_faso
ghana,neighbor,ivory_coast
tajikistan,neighbor,uzbekistan
tajikistan,neighbor,afghanistan
tajikistan,neighbor,kyrgyzstan
tajikistan,neighbor,china
malawi,neighbor,tanzania
malawi,neighbor,mozambique
malawi,neighbor,zambia
burundi,neighbor,dr_congo
burundi,neighbor,tanzania
burundi,neighbor,rwanda
kenya,neighbor,ethiopia
kenya,neighbor,tanzania
kenya,neighbor,south_sudan
kenya,neighbor,somalia
kenya,neighbor,uganda
iran,neighbor,turkey
iran,neighbor,afghanistan
iran,neighbor,turkmenistan
iran,neighbor,pakistan
iran,neighbor,azerbaijan
iran,neighbor,armenia
iran,neighbor,iraq
italy,neighbor,vatican_city
italy,neighbor,san_marino
italy,neighbor,france
italy,neighbor,slovenia
italy,neighbor,austria
italy,neighbor,switzerland
united_arab_emirates,neighbor,oman
united_arab_emirates,neighbor,saudi_arabia
nicaragua,neighbor,costa_rica
nicaragua,neighbor,honduras
andorra,neighbor,spain
andorra,neighbor,france
honduras,neighbor,guatemala
honduras,neighbor,nicaragua
honduras,neighbor,el_salvador
central_african_republic,neighbor,chad
central_african_republic,neighbor,sudan
central_african_republic,neighbor,south_sudan
central_african_republic,neighbor,republic_of_the_congo
central_african_republic,neighbor,dr_congo
central_african_republic,neighbor,cameroon
kuwait,neighbor,iraq
kuwait,neighbor,saudi_arabia
sint_maarten,neighbor,saint_martin
bulgaria,neighbor,turkey
bulgaria,neighbor,romania
bulgaria,neighbor,serbia
bulgaria,neighbor,macedonia
bulgaria,neighbor,greece
south_africa,neighbor,lesotho
south_africa,neighbor,zimbabwe
south_africa,neighbor,namibia
south_africa,neighbor,swaziland
south_africa,neighbor,mozambique
south_africa,neighbor,botswana
united_states,neighbor,canada
united_states,neighbor,mexico
thailand,neighbor,malaysia
thailand,neighbor,cambodia
thailand,neighbor,myanmar
thailand,neighbor,laos
somalia,neighbor,ethiopia
somalia,neighbor,djibouti
somalia,neighbor,kenya
tanzania,neighbor,zambia
tanzania,neighbor,rwanda
tanzania,neighbor,mozambique
tanzania,neighbor,uganda
tanzania,neighbor,kenya
tanzania,neighbor,burundi
tanzania,neighbor,dr_congo
tanzania,neighbor,malawi
chad,neighbor,central_african_republic
chad,neighbor,libya
chad,neighbor,south_sudan
chad,neighbor,niger
chad,neighbor,cameroon
chad,neighbor,nigeria
saudi_arabia,neighbor,qatar
saudi_arabia,neighbor,united_arab_emirates
saudi_arabia,neighbor,kuwait
saudi_arabia,neighbor,jordan
saudi_arabia,neighbor,oman
saudi_arabia,neighbor,iraq
saudi_arabia,neighbor,yemen
azerbaijan,neighbor,turkey
azerbaijan,neighbor,georgia
azerbaijan,neighbor,iran
azerbaijan,neighbor,russia
azerbaijan,neighbor,armenia
peru,neighbor,brazil
peru,neighbor,bolivia
peru,neighbor,ecuador
peru,neighbor,colombia
peru,neighbor,chile
uruguay,neighbor,brazil
uruguay,neighbor,argentina
ukraine,neighbor,romania
ukraine,neighbor,belarus
ukraine,neighbor,poland
ukraine,neighbor,moldova
ukraine,neighbor,slovakia
ukraine,neighbor,hungary
ukraine,neighbor,russia
pakistan,neighbor,afghanistan
pakistan,neighbor,india
pakistan,neighbor,china
pakistan,neighbor,iran
armenia,neighbor,turkey
armenia,neighbor,georgia
armenia,neighbor,iran
armenia,neighbor,azerbaijan
lithuania,neighbor,poland
lithuania,neighbor,belarus
lithuania,neighbor,russia
lithuania,neighbor,latvia
djibouti,neighbor,eritrea
djibouti,neighbor,somalia
djibouti,neighbor,ethiopia
turkmenistan,neighbor,kazakhstan
turkmenistan,neighbor,afghanistan
turkmenistan,neighbor,iran
turkmenistan,neighbor,uzbekistan
slovenia,neighbor,italy
slovenia,neighbor,austria
slovenia,neighbor,croatia
slovenia,neighbor,hungary
macedonia,neighbor,kosovo
macedonia,neighbor,serbia
macedonia,neighbor,albania
macedonia,neighbor,greece
macedonia,neighbor,bulgaria
serbia,neighbor,romania
serbia,neighbor,kosovo
serbia,neighbor,montenegro
serbia,neighbor,bosnia_and_herzegovina
serbia,neighbor,macedonia
serbia,neighbor,croatia
serbia,neighbor,hungary
serbia,neighbor,bulgaria
russia,neighbor,ukraine
russia,neighbor,georgia
russia,neighbor,estonia
russia,neighbor,norway
russia,neighbor,poland
russia,neighbor,finland
russia,neighbor,lithuania
russia,neighbor,azerbaijan
russia,neighbor,mongolia
russia,neighbor,north_korea
russia,neighbor,belarus
russia,neighbor,china
russia,neighbor,kazakhstan
russia,neighbor,latvia
north_korea,neighbor,china
north_korea,neighbor,russia
north_korea,neighbor,south_korea
syria,neighbor,turkey
syria,neighbor,lebanon
syria,neighbor,israel
syria,neighbor,iraq
syria,neighbor,jordan
el_salvador,neighbor,guatemala
el_salvador,neighbor,honduras
timor-leste,neighbor,indonesia
georgia,neighbor,turkey
georgia,neighbor,azerbaijan
georgia,neighbor,armenia
georgia,neighbor,russia
finland,neighbor,sweden
finland,neighbor,norway
finland,neighbor,russia
laos,neighbor,thailand
laos,neighbor,vietnam
laos,neighbor,china
laos,neighbor,cambodia
laos,neighbor,myanmar
turkey,neighbor,georgia
turkey,neighbor,iran
turkey,neighbor,azerbaijan
turkey,neighbor,armenia
turkey,neighbor,greece
turkey,neighbor,syria
turkey,neighbor,iraq
turkey,neighbor,bulgaria
belarus,neighbor,ukraine
belarus,neighbor,poland
belarus,neighbor,latvia
belarus,neighbor,lithuania
belarus,neighbor,russia
colombia,neighbor,brazil
colombia,neighbor,panama
colombia,neighbor,venezuela
colombia,neighbor,peru
colombia,neighbor,ecuador
egypt,neighbor,sudan
egypt,neighbor,israel
egypt,neighbor,libya
china,neighbor,afghanistan
china,neighbor,kyrgyzstan
china,neighbor,hong_kong
china,neighbor,bhutan
china,neighbor,myanmar
china,neighbor,pakistan
china,neighbor,tajikistan
china,neighbor,india
china,neighbor,mongolia
china,neighbor,north_korea
china,neighbor,vietnam
china,neighbor,macau
china,neighbor,laos
china,neighbor,kazakhstan
china,neighbor,russia
jordan,neighbor,syria
jordan,neighbor,israel
jordan,neighbor,iraq
jordan,neighbor,saudi_arabia
costa_rica,neighbor,panama
costa_rica,neighbor,nicaragua
belgium,neighbor,netherlands
belgium,neighbor,germany
belgium,neighbor,luxembourg
belgium,neighbor,france
panama,neighbor,costa_rica
panama,neighbor,colombia
oman,neighbor,united_arab_emirates
oman,neighbor,yemen
oman,neighbor,saudi_arabia
dominican_republic,neighbor,haiti
sudan,neighbor,central_african_republic
sudan,neighbor,chad
sudan,neighbor,libya
sudan,neighbor,eritrea
sudan,neighbor,egypt
sudan,neighbor,ethiopia
sudan,neighbor,south_sudan
togo,neighbor,ghana
togo,neighbor,burkina_faso
togo,neighbor,benin
belize,neighbor,guatemala
belize,neighbor,mexico
angola,neighbor,dr_congo
angola,neighbor,zambia
angola,neighbor,namibia
angola,neighbor,republic_of_the_congo
sierra_leone,neighbor,guinea
sierra_leone,neighbor,liberia
myanmar,neighbor,india
myanmar,neighbor,thailand
myanmar,neighbor,china
myanmar,neighbor,bangladesh
myanmar,neighbor,laos
hungary,neighbor,ukraine
hungary,neighbor,romania
hungary,neighbor,serbia
hungary,neighbor,slovenia
hungary,neighbor,austria
hungary,neighbor,croatia
hungary,neighbor,slovakia
spain,neighbor,andorra
spain,neighbor,morocco
spain,neighbor,gibraltar
spain,neighbor,portugal
spain,neighbor,france
israel,neighbor,egypt
israel,neighbor,lebanon
israel,neighbor,jordan
israel,neighbor,syria
libya,neighbor,algeria
libya,neighbor,chad
libya,neighbor,egypt
libya,neighbor,sudan
libya,neighbor,niger
libya,neighbor,tunisia
norway,neighbor,sweden
norway,neighbor,finland
norway,neighbor,russia
french_guiana,neighbor,brazil
french_guiana,neighbor,suriname
cambodia,neighbor,thailand
cambodia,neighbor,vietnam
cambodia,neighbor,laos
liberia,neighbor,guinea
liberia,neighbor,sierra_leone
liberia,neighbor,ivory_coast
ireland,neighbor,united_kingdom
indonesia,neighbor,malaysia
indonesia,neighbor,timor-leste
indonesia,neighbor,papua_new_guinea
romania,neighbor,ukraine
romania,neighbor,hungary
romania,neighbor,moldova
romania,neighbor,serbia
romania,neighbor,bulgaria
san_marino,neighbor,italy
portugal,neighbor,spain
